Commentaire,V.utilité,V.intrinseque,V.accomplissement,C,V.neutre,Séance,Module,Aspect,Polarité,Sentiment,Attitude,Valeur,Attente
la méthode qu'utilise le prof pour expliquer (écrire à main levée) m'a un peu perturbé et stressé,0,0,0,1,0,2/13/2021,ARCH1,Pr,N,A,NE,C,NE
la présentation est cool,0,0,0,0,1,9/2/2021,BW,Pr,P,J,NE,NE,NE
c'est très organisé ,0,0,0,0,1,9/2/2021,BW,S,P,J,NE,NE,NE
beaucoup de texte mais je pense que c'est l'essentiel de l'essentiel,0,0,0,0,1,9/2/2021,BW,D,P,J,NE,NE,NE
la méthode fait par le prof est géniale ,0,0,0,0,1,9/2/2021,BW,CO,P,J,A,NE,NE
2h de cours était très lourde pour moi j'avais mal aux yeux,0,0,0,1,0,9/2/2021,BW,G,N,M,NE,C,NE
Le cours est présenté un peu rapidement.,0,0,0,0,1,11/2/2021,BW,Pr,N,M,NE,NE,NE
Ce cours contient pas mal d'informations importantes et très utiles pour un informaticien.,1,0,0,0,0,11/2/2021,BW,C,P,J,NE,U,NE
Le cours et très bien structuré du côté pédagogique.,0,0,0,0,1,11/2/2021,BW,S,P,J,NE,NE,NE
Il y a un équilibre entre les textes et les couleurs.,0,0,0,0,1,11/2/2021,BW,D,P,J,NE,NE,NE
J'aime bien la méthode du dialogue qui est toujours adoptée dans ce cours.,0,0,0,0,1,11/2/2021,BW,CO,P,J,NE,I,NE
Je trouve que la pratique après le cours joue un rôle très important dans la construction des connaissances de ce module.,0,0,0,0,1,11/2/2021,BW,G,NE,NE,NE,NE,NE
l'enseignante travaille trop vite,0,0,0,0,1,2/13/2021,BW,Pr,N,M,NE,NE,NE
très intéressant ,0,1,0,0,0,2/13/2021,BW,C,P,J,NE,I,NE
"Je n'arrivais pas à faire le TP avec vous, je me sens perdu",0,0,0,1,0,2/13/2021,BW,G,N,F,NE,C,NE
"j'ai bénéficié de ce cours, il est très intéressant ",0,1,0,0,0,2/13/2021,BW,G,P,J,NE,I,NE
c'était génial,0,0,0,0,1,11/2/2021,ALSDS,Pr,P,J,NE,NE,NE
très structuré et bien organisé,0,0,0,0,1,2/11/2021,ALSDS,S,P,J,NE,NE,NE
"la méthode faite par l'enseignant est géniale , avec une très bonne communication",0,0,0,0,1,2/11/2021,ALSDS,CO,P,J,A,NE,NE
Le prof prend beaucoup de temps pour faire un peu d'exercices. J'aime pas vraiment sa méthode,0,0,0,0,1,2/11/2021,ALSDS,Pr,N,M,NE,C,NE
"Mal organisé, des fois on prépare des exercices et le profs ne les traitent pas ",0,0,0,0,1,2/11/2021,ALSDS,S,N,M,NE,NE,NE
"Un peu de communication entre prof et étudiants, c'est frustrant",0,0,0,1,0,2/11/2021,ALSDS,CO,N,A,NE,C,NE
L'essentiel que c'est de comprendre ,0,0,0,0,1,2/11/2021,ALSDS,G,NE,NE,NE,NE,NE
 J'aime bien la présentation de ce cours,0,0,0,0,1,2/11/2021,SYST1,Pr,P,J,NE,I,NE
Le contenu de ce cours est très important ,1,0,0,0,0,2/11/2021,SYST1,C,P,J,NE,A,NE
 j’aime vraiment ce cours il est bien structuré et dans un ordre très logique,0,0,0,0,1,2/11/2021,SYST1,S,P,J,NE,I,NE
j'aime la méthode de dialogue faite par l'enseignant,0,0,0,0,1,2/11/2021,SYST1,CO,P,J,A,I,NE
C'est incroyable la quantité de connaissances que j'ai acquises aujourd’hui ,0,1,1,0,0,2/11/2021,SYST1,G,P,J,NE,A,NE
Oui je suis satisfait avec la méthode de l'enseignement j'ai aimé ,0,0,0,0,1,1/27/2021,ARCH1,Pr,P,J,A,I,NE
" des nouvelles notions sont abordées, j'aime bien",0,0,0,0,1,1/27/2021,ARCH1,C,P,J,NE,I,NE
"le cours de cette séance est organisé, j'aime bien",0,0,0,0,1,1/27/2021,ARCH1,S,P,J,NE,I,NE
On se communique bien avec l'enseignant aucun problème avec ça il est trop gentil avec nous,0,0,0,0,1,1/27/2021,ARCH1,CO,P,J,A,NE,NE
"Pas vraiment, c'est ennuyant car  les pages du cours ne sont pas bien animées et colorées ",0,0,0,1,0,1/27/2021,ARCH1,D,N,E,NE,C,NE
c'est fatiguant et stressant  de travailler chaque jour sur ce module á distance,0,0,0,1,0,1/27/2021,ARCH1,G,N,A,NE,C,NE
"La présentation était bien , la prof écrivait sur un tableau blanc étapes par étape ce qui a aidé à mieux suivre et comprendre",0,0,0,0,1,1/27/2021,ARCH1,Pr,P,J,NE,NE,NE
Les exercices et la méthode de simplification sont très bien expliqués donc il faut suivre dès le début pour bien avancer,0,0,0,0,1,1/27/2021,ARCH1,C,P,J,NE,NE,NE
Très bonne structure,0,0,0,0,1,1/27/2021,ARCH1,S,P,J,NE,NE,NE
Très bonne interaction,0,0,0,0,1,1/27/2021,ARCH1,CO,P,J,NE,NE,NE
Le TD de cette semaine s'est très bien passé,0,0,0,0,1,1/27/2021,ARCH1,G,P,J,NE,NE,NE
"Le prof nous lit ce qui est écrit sur powerpoint ou word  je me trouve perdu,  je préfère qu'il utilise l'application white board ou tableau blanc pour écrire ses exemples ",0,0,0,1,0,1/27/2021,ARCH1,Pr,N,F,NE,C,NE
Le contenu du cours de cette séance est vraiment important,1,0,0,0,0,1/27/2021,ARCH1,C,P,J,NE,A,NE
"je suis pas satisfait par la structure, j'aimerai avoir plus d'exemples pour mieux comprendre ",0,0,0,0,1,1/27/2021,ARCH1,S,N,M,NE,NE,NE
"Côté design , y'a pas mal de couleurs, de tableaux .. donc c'est suffisant",0,0,0,0,1,1/27/2021,ARCH1,D,P,J,NE,NE,NE
j'aime pas la méthode de communication car parfois on sent que l'élève n'as pas encore compris et le prof le dit ok il s'en fout vraiment de nous,0,0,0,0,1,1/27/2021,ARCH1,CO,N,M,H,C,NE
J'aimerai bien que le prof d'archi change sa méthode en ligne pour la prochaine séance,0,0,0,0,1,1/27/2021,ARCH1,G,N,M,NE,I,NE
bien présenté j'adore la méthode du prof,0,0,0,0,1,1/27/2021,ARCH1,Pr,P,J,A,I,NE
contenu important et complet ,1,0,0,0,0,1/27/2021,ARCH1,C,P,J,NE,A,NE
design simple et beau ,0,0,0,0,1,1/27/2021,ARCH1,S,P,J,NE,NE,NE
"Très bonne communication entre nous tous, le prof me motive vraiment d'assister ",0,1,0,0,0,1/27/2021,ARCH1,D,P,J,A,I,NE
je me sens à l'aise dans ce cours comme si on le fait en présentiel ,0,1,0,0,0,1/27/2021,ARCH1,CO,P,J,NE,I,NE
"il a sauté plusieurs points importants, son but était juste de finir et ça m'énerve ",0,0,0,1,0,1/27/2021,ARCH1,Pr,N,C,H,C,NE
le contenu de cette séance est important,1,0,0,0,0,1/27/2021,ARCH1,C,P,J,NE,A,NE
il est structuré et organisé,0,0,0,0,1,1/27/2021,ARCH1,S,P,J,NE,NE,NE
cette séance contient des illustrations et des explications,0,0,0,0,1,1/27/2021,ARCH1,D,P,J,NE,NE,NE
"On peut pas parler juste deux fois en séance pour poser nos questions, j'aime pas vraiment la méthode de communication adapté par ce prof et ça me stresse ",0,0,0,1,0,1/27/2021,ARCH1,CO,N,A,NE,C,NE
"je termine la séance avec plusieurs choses pas vraiment claires, le prof m'énerve vraiment son seul but et de terminer le programme  ",0,0,0,1,0,1/27/2021,ARCH1,G,N,C,H,C,NE
le temps de la séance est limité et l'enseignante était obligé d'aller trop vite,0,0,0,0,1,1/26/2021,BW,Pr,N,M,NE,NE,NE
le cours est important et complet,1,0,0,0,0,1/26/2021,BW,C,P,J,NE,A,NE
le cours était cohérent,0,0,0,0,1,1/26/2021,BW,S,P,J,NE,NE,NE
"bien , il y avait des dessins et des explications j'aime bien",0,0,0,0,1,1/26/2021,BW,D,P,J,NE,I,NE
"le temps est limité, on ne pouvait pas poser plusieurs questions ni communiquer entre nous pour rendre la séance plus active dommage",0,0,0,1,0,1/26/2021,BW,CO,N,M,NE,C,NE
la séance est parfaite j'adore le prof,0,0,0,0,1,1/24/2021,ALSDS,Pr,P,J,A,I,NE
"le contenu est intéressant, et compréhensible",0,1,0,0,0,1/24/2021,ALSDS,C,P,J,NE,I,NE
le cours était bien structuré,0,0,0,0,1,1/24/2021,ALSDS,S,P,J,NE,NE,NE
design parfait rien à dire !,0,0,0,0,1,1/24/2021,ALSDS,D,P,J,NE,NE,NE
"excellente communication, on pouvait poser nos questions à n'importe quel moment et intervenir aussi j'adore  cette méthode",0,0,0,0,1,1/24/2021,ALSDS,CO,P,J,A,I,NE
J'aime bien le cours de cette séance j'étais à l'aise ,0,1,0,0,0,1/24/2021,ALSDS,G,P,J,NE,I,NE
présentation  bien passée j'admire vraiment la méthode du prof et sa façon de parler ,0,0,0,0,1,1/27/2021,ALSDS,Pr,P,J,A,I,NE
Le contenu était intéressant,0,1,0,0,0,2/27/2021,ALSDS,C,P,J,NE,I,NE
Très bonne structure pour ce cours,0,0,0,0,1,1/27/2021,ALSDS,S,P,J,NE,NE,NE
"Pas trop d couleurs , le prof écrit son analyse sur un fichier word et c'est tout",0,0,0,0,1,1/27/2021,ALSDS,D,N,M,NE,NE,NE
Très bonne interaction entre les étudiants et le prof,0,0,0,0,1,1/27/2021,ALSDS,CO,P,J,NE,NE,NE
"En général, une séance d'une heure ou une heure et demi n'est pas suffisante pour avoir plus d'explication ou plus d'exemples mais en gros c'était bien passé",0,0,0,0,1,1/27/2021,ALSDS,G,P,J,NE,NE,NE
"J'aime l'inter réaction entre le prof et nous surtout qu'on peut poser des questions par chat et il répond dès qu'il les voit, j'adore vraiment ce prof",0,0,0,0,1,1/27/2021,ALSDS,Pr,P,J,A,I,NE
Contenu complet avec trop d'exercices j'aime bien ,0,0,0,0,1,1/27/2021,ALSDS,C,P,J,NE,I,NE
Le cours est organisé,0,0,0,0,1,1/27/2021,ALSDS,S,P,J,NE,NE,NE
Rien à dire sur le design puisque les cours sont très attractifs et bien organisés,0,0,0,0,1,1/27/2021,ALSDS,D,P,J,NE,I,NE
Je n'aime pas quand le prof demande à être écouté jusqu'à la fin car parfois la question est sur une partie de ses paroles et donc nécessite une réponse direct.,0,0,0,0,1,1/27/2021,ALSDS,CO,N,M,NE,C,NE
J'apprécie vraiment cette séance,0,0,0,0,1,1/27/2021,ALSDS,G,P,J,NE,I,NE
Je l'aime ! sa façon de présenter et expliquer tout est parfait ,0,0,0,0,1,1/31/2021,ANAL1,Pr,P,J,A,I,NE
"contenu très explicite, j'ai bien compris",0,0,0,0,1,1/31/2021,ANAL1,C,P,J,NE,NE,NE
séance structurée et cohérente,0,0,0,0,1,1/31/2021,ANAL1,S,P,J,NE,NE,NE
le design est bien,0,0,0,0,1,1/31/2021,ANAL1,D,P,J,NE,NE,NE
communication parfaite j'adore vraiment cette séance ,0,0,0,0,1,1/31/2021,ANAL1,CO,P,J,NE,I,NE
J'ai adoré cette séance j'ai bien compris et suivi avec le prof,0,0,0,0,1,1/31/2021,ANAL1,G,P,J,NE,I,NE
Le td est bien présenté,0,0,0,0,1,/,TICO,Pr,P,J,NE,NE,NE
Le contenu du TD est enrichissant en terme de culture d'entreprise,0,1,0,0,0,/,TICO,C,P,J,NE,A,NE
Assez structuré,0,0,0,0,1,/,TICO,S,P,J,NE,NE,NE
Il contient des schémas explicatifs,0,0,0,0,1,/,TICO,D,P,J,NE,NE,NE
assez bonne communication entre le prof et les étudiants ça rend le cours actif ,0,0,0,0,1,/,TICO,CO,P,J,NE,NE,NE
Assez bon cours je m'en sentais bien et j'ai bien compris  ,0,1,0,0,0,/,TICO,G,P,J,NE,I,NE
"J'aime pas la présentation du cours,C'est difficile de présenter les mathématiques sans un tableau et un stylo",0,0,0,0,1,/,ANAD,Pr,N,M,NE,C,NE
Le contenu du cours est intéressant,0,1,0,0,0,/,ANAD,C,P,J,NE,I,NE
Cours bien organisé,0,0,0,0,1,/,ANAD,S,P,J,NE,NE,NE
Le design est parfait et attirant,0,0,0,0,1,/,ANAD,D,P,J,NE,I,NE
Manque d'interaction des étudiants c'est ennuyant ,0,0,0,1,0,/,ANAD,CO,N,E,NE,C,NE
Beaucoup de notions à comprendre dans un temps limité,0,0,0,0,1,/,ANAD,G,N,M,NE,NE,NE
Le cours est présenté rapidement sans pause j'aime pas vraiment cette méthode,0,0,0,0,1,/,ASI,Pr,N,M,NE,C,NE
Le contenu du cours est riche,0,0,0,0,1,/,ASI,C,P,J,NE,NE,NE
Le cours est bien organisé et structuré,0,0,0,0,1,/,ASI,S,P,J,NE,NE,NE
"chaque notion est expliqué avec un schéma, ce qui permet d'avoir une information synthétique et mieux retenir les notions, j'adore",0,0,0,0,1,/,ASI,D,P,J,NE,I,NE
Je n'aime pas la méthode de laisser les questions à la fin de la séance je me perds et ça me stresse,0,0,0,1,0,/,ASI,CO,N,A,NE,C,NE
Il y a trop d'informations qui sont énoncées rapidement donc même si le cours est intéressant le message ne passe pas bien,0,1,0,0,0,/,ASI,G,N,M,NE,C,NE
"Un enseignant très charismatique, qui donne envie qu'on l'écoute je l'adore ",0,0,0,0,1,/,ASI,Pr,P,J,A,I,NE
"Le cours c'est l'enseignant et ses expériences professionnelles, et on oublie cela très vite sans qu'il y ait un support complet.",0,0,0,0,1,/,ASI,C,N,M,NE,NE,NE
Le peu qui est présenté est assez bien structuré.,0,0,0,0,1,/,ASI,S,P,J,NE,NE,NE
Les slides sont assez vides.,0,0,0,0,1,/,ASI,D,N,M,NE,NE,NE
La communication avec l'enseignant est unilatérale ça rend la séance ennuyante,0,0,0,1,0,/,ASI,CO,N,E,NE,C,NE
j'adore le prof de ce cours il me donne toujours l'envie d'assister ,0,1,0,0,0,/,ASI,G,P,J,A,I,NE
J'aime bien la présentation du cours et la manière dans lesquelles l'enseignant informe,0,0,0,0,1,/,ANAD,Pr,P,J,A,I,NE
Le contenu de ce cours est très important,1,0,0,0,0,/,ANAD,C,P,J,NE,A,NE
le cours est bien structuré et bien organisé on le fait en deux partie une partie qui est théorique et l'autre on applique (programmation),0,0,0,0,1,/,ANAD,S,P,J,NE,NE,NE
le cours est bien il contient  des images et de text,0,0,0,0,1,/,ANAD,D,P,J,NE,NE,NE
souvent le prof pose des  questions  mais il ya des problèmes de connexion donc je prends de temp pour répondre et communiquer et ça m'angoisse.,0,0,0,1,0,/,ANAD,CO,N,A,NE,C,NE
"C'est incroyable la quantité de connaissances que j'ai acquises à partir de ce module, j'aime bien la méthode en ligne adaptée par ce prof",0,0,1,0,0,/,ANAD,G,P,J,NE,I,NE
J'aime bien la présentation de ce cours,0,0,0,0,1,/,ANAD,Pr,P,J,NE,I,NE
Le contenu de ce cours est très important,1,0,0,0,0,/,ANAD,C,P,J,NE,A,NE
j'aime vraiment ce cours il est bien structuré et dans un ordre très logique.,0,0,0,0,1,/,ANAD,S,P,J,NE,I,NE
Le cours contient beaucoup de texte et moins d'exemples,0,0,0,0,1,/,ANAD,D,N,M,NE,NE,NE
Très bonne communication entre le prof et les étudiants,0,0,0,0,1,/,ANAD,CO,P,J,NE,NE,NE
j'aime ce cours j'assiste toujours,0,0,0,0,1,/,ANAD,G,P,J,NE,I,NE
"J'aime bien la présentation de ce cours, l'enseignant simplifie bien les notions ",0,0,0,0,1,/,ARCH3,Pr,P,J,A,I,NE
Le contenu de ce cours est très important,1,0,0,0,0,/,ARCH3,C,P,J,NE,A,NE
Beaucoup de notions dans la séance qui ne dépasse pas 1H c'est stressant,0,0,0,1,0,/,ARCH3,C,N,A,NE,C,NE
le design n'est pas attirant beaucoup d'écritures dans les slides,0,0,0,0,1,/,ARCH3,D,N,M,NE,C,NE
l'enseignant est toujours interactif avec les étudiants j'aime bien sa méthode,0,0,0,0,1,/,ARCH3,CO,P,J,A,I,NE
j'aime ce cours en tout cas ,0,0,0,0,1,/,ARCH3,G,P,J,NE,I,NE
Le prof explique bien son cours. Il sait comment simplifier les notions complexes j'adore,0,0,0,0,1,/,RES1,Pr,P,J,A,I,NE
Le cours manqué de la pratique. Les Tps ne sont pas bien expliqués. J'arrive pas à bien comprendre le but derrière eux ça me stresse ,0,0,0,1,0,/,RES1,C,N,A,NE,C,N
Les chapitres et les notions sont bien ordonnés.,0,0,0,0,1,/,RES1,S,P,J,NE,NE,NE
Le cours n'est pas du tout attractif. À mon avis les slides manquent d'organisation et de couleurs.,0,0,0,0,1,/,RES1,D,N,M,NE,C,NE
 le prof parle tout seul. Je comprends que c'est pas de sa faute mais ça affecte ma concentration et je m'ennuie rapidement,0,0,0,1,0,/,RES1,CO,N,E,NE,C,NE
"J'ai gagné beaucoup de connaissances à propos des réseaux à travers ce cours, j'ai aimé la méthode du prof ",0,0,1,0,0,/,RES1,G,P,J,A,I,NE
"J'aime beaucoup la méthodologie du professeur. Elle est sympa, pas sévère et ça me donne envie de bien suivre le cours je l'admire",0,1,0,0,0,/,THP,Pr,P,J,A,I,NE
Le cours est balancé entre la théorie et les exemples j'aime bien,0,0,0,0,1,/,THP,C,P,J,NE,I,NE
L'ordre des chapitres me semble naturel et très logique.,0,0,0,0,1,/,THP,S,P,J,NE,NE,NE
Les slides du cours manquent de couleurs. Les paragraphes sont parfois très longs.,0,0,0,0,1,/,THP,D,N,M,NE,NE,NE
L'enseignante sait comment communiquer avec nous. Elle est attentive et gentille.,0,0,0,0,1,/,THP,CO,P,J,A,NE,NE
"Je trouve ce cours en ligne très intéressant, ça m'apporte beaucoup de bonnes connaissances.",0,1,0,0,0,/,THP,G,P,J,NE,I,NE
Perte de temps et efforts de passer 3h30 dans une séance TD surtout que le prof est ennuyant,0,0,0,1,0,/,CPRJ,G,N,E,H,C,NE
Le contenu de ce cours est très important car c'est module mode projet,1,0,0,0,0,/,CPRJ,C,P,J,NE,A,NE
j'aime vraiment ce cours il est bien structuré et dans un ordre très logique,0,0,0,0,1,/,CPRJ,S,P,J,NE,I,NE
Trop de couleurs à mon avis,0,0,0,0,1,/,CPRJ,D,N,M,NE,NE,NE
Très bonne communication entre le prof et les étudiants ,0,0,0,0,1,/,CPRJ,CO,P,J,A,NE,NE
c'est une bonne expérience et j'aime bien ce cours,0,0,0,0,1,/,CPRJ,G,P,J,NE,I,NE
La présentation est pas mal ,0,0,0,0,1,/,ORGA,Pr,P,J,NE,NE,NE
Les informations sont nombreuses et aléatoires,0,0,0,0,1,/,ORGA,S,N,M,NE,NE,NE
Les slides sont bien présentés,0,0,0,0,1,/,ORGA,D,P,J,NE,NE,NE
"Je n'aime pas la communication de ce cours, je m'ennuie tout le temps ",0,0,0,1,0,/,ORGA,CO,N,E,H,C,NE
le profs est ennuyeux et ce cours est une perte de temps,0,0,0,1,0,/,ORGA,G,N,E,H,C,NE
Le prof menace de rendre l'examen très difficile donc je sens que de stresse pendant ce cours je le déteste,0,0,0,1,0,/,ORGA,G,N,A,H,C,N
Notions bien présentées,0,0,0,0,1,/,TICO,Pr,P,J,NE,NE,NE
Notions  très pertinentes et contenu important,1,0,0,0,0,/,TICO,C,P,J,NE,A,NE
Bien structuré,0,0,0,0,1,/,TICO,S,P,J,NE,NE,NE
Design simple et efficace j'adore,0,0,0,0,1,/,TICO,D,P,J,NE,I,NE
"très bonne méthode impliquant les étudiants, j'adore",0,0,0,0,1,/,TICO,CO,P,J,A,I,NE
les séances de ce cours passent très bien je comprends toujours les notions présentées ,0,0,0,0,1,/,TICO,G,P,J,NE,I,NE
Les leçons du module fut très bien présentées et l'interaction avec l'enseignant fut assez facile.,0,0,0,0,1,/,ASI,Pr,P,J,A,NE,NE
Le contenu fut assez adéquat avec une variante de sujet et même des interventions de professionnel du métier.,0,0,0,0,1,/,ASI,C,P,J,NE,NE,NE
les éléments du cours étaient bien identifiés et le passage d'un point à un autre était transparente,0,0,0,0,1,/,ASI,S,P,J,NE,NE,NE
le design était relativement ancien sans trop d'animation,0,0,0,0,1,/,ASI,D,N,M,NE,NE,NE
la méthode d'interaction avec les étudiants et la participation rendait le cours plus enrichissant,0,1,0,0,0,/,ASI,CO,P,J,A,I,NE
nous avons acquis a travers ce module des connaissances métiers et professionnelle impossible de trouver ailleurs malgré les conditions le distanciel,1,0,0,0,0,/,ASI,G,P,J,A,U,NE
la présentation est dynamique et fait intervenir les étudiants à maintes reprises j'adore ce prof ,0,0,0,0,1,/,IGL,Pr,P,J,A,I,NE
le contenu est très intéressant et à jours,0,1,0,0,0,/,IGL,C,P,J,NE,I,NE
très structuré on observe le fil conducteur entre les chapitres,0,0,0,0,1,/,IGL,S,P,J,NE,NE,NE
des slides bien conçus simples et lisibles,0,0,0,0,1,/,IGL,D,P,J,NE,NE,NE
très bonne communication le cours est très interactif j'aime bien,0,0,0,0,1,/,IGL,CO,P,J,A,I,NE
"cours intéressant, j'adore ses séances je me sens tout le temps motivé et à l'aise ",0,1,0,0,0,/,IGL,G,P,J,NE,I,NE
Je n'aime pas la présentation de ce cours car le professeur aborde les notions de manière superficielle et rapide,0,1,0,0,0,/,BDA,Pr,N,M,NE,C,NE
"Le contenu du cours est très intéressant. En effet, le Big Data et ses technologies sont des notions nécessaires pour acquérir des connaissances dans le domaine de l'analyse des données. Le cours est très riches en termes de contenu théorique",0,1,0,0,0,/,BDA,C,P,J,NE,I,NE
Le cours est très bien structuré avec un enchaînement et des notions qui se succèdent.,0,0,0,0,1,/,BDA,S,P,J,NE,NE,NE
"Le design du cours n'est pas très attractif. Il y a peu d'image et peu de texte, c'est compliqué de réviser les notions abordées",0,0,0,1,0,/,BDA,D,N,M,NE,C,NE
"Bonne communication entre le prof et les étudiants, car il nous donne la possibilité de poser des questions à tout moment.",0,0,0,0,1,/,BDA,CO,P,J,A,NE,NE
"La quantité d'information acquise dans ce module est énorme et très intéressante, les séances passent très bien ",0,1,0,0,0,/,BDA,G,P,J,NE,I,NE
La présentation de ce cours est détaillée et j'aime bien comment le profs l'explique,0,0,0,0,1,/,BDA,Pr,P,J,A,I,NE
Ce cours nous pousse à réfléchir en équipe même si chacun est derrière son écran,0,0,0,0,1,/,BDA,G,P,J,A,NE,NE
Le cours est très bien organisé du plus facile au compliqué,0,0,0,0,1,/,BDA,S,P,J,NE,NE,NE
Le design est simple j'aime bien,0,0,0,0,1,/,BDA,D,P,J,NE,I,NE
Le prof nous fait participer durant toute la séance j'adore cette méthode,0,0,0,0,1,/,BDA,CO,P,J,A,I,NE
"Je ne peux pas suivre  à cause de la connexion, ça m'angoisse",0,0,0,1,0,/,BDA,G,N,A,NE,C,NE
Le cours est détaillé j'aime bien,0,0,0,0,1,/,SIAD,Pr,P,J,NE,I,NE
Le cours aurait été plus simple avec des exemples concrets d'études de cas,0,0,0,0,1,/,SIAD,C,N,M,NE,NE,NE
Cours bien structuré,0,0,0,0,1,/,SIAD,S,P,J,NE,NE,NE
Slides trop chargés,0,0,0,0,1,/,SIAD,D,N,M,NE,NE,NE
Le prof nous fait participer j'adore cette communication,0,0,0,0,1,/,SIAD,CO,P,J,A,I,NE
On se perd parfois avec les explications et les problèmes de connexion,0,0,0,1,0,/,SIAD,G,N,A,NE,C,NE
il raconte ce qu'il y a dans les slide et il sanctionne les absences des cours dans telles situations !! il est vraiment méchant,0,0,0,1,0,/,PGI,Pr,N,C,H,C,NE
la façon de présenter le cours est ennuyeuse,0,0,0,1,0,/,PGI,Pr,N,E,NE,C,NE
Le contenu du cours est très intéressant,0,1,0,0,0,/,PGI,C,P,J,NE,I,NE
Cours mal organisé,0,0,0,0,1,/,PGI,S,N,M,NE,NE,NE
le cours ne contient que de texte ça le rend pas attirant,0,0,0,0,1,/,PGI,D,N,M,NE,C,NE
"il y a ""raconter le cours par l'enseignant"" et ""questions?"" c'est vraiment ennuyant ",0,0,0,1,0,/,PGI,CO,N,E,H,C,NE
La façon d'enseigner ce module en ligne est à revoir ,0,0,0,0,1,/,PGI,G,N,M,NE,NE,NE
La présentation est pas mal ,0,0,0,0,1,/,BDA,Pr,P,J,NE,NE,NE
Le contenu est important j'aime bien,1,0,0,0,0,/,BDA,C,P,J,NE,A,NE
Cours très intéressant et organisé dès les aspects basic vers les aspects du nouvelle technologie,0,1,0,0,0,/,BDA,S,P,J,NE,I,NE
le design est parfait,0,0,0,0,1,/,BDA,D,P,J,NE,NE,NE
Y'a une très bonne communication entre le prof et les étudiants durant le cours elle pose les questions après chaque 15min donc elle évite la cumulé des informations non comprises j'adore vraiment la prof,0,0,0,0,1,/,BDA,CO,P,J,A,I,NE
 je pense que les études en ligne nous n'arrange pas ya pas mieux que la pratique face à face de nos profs au cours et TP surtout,0,0,0,0,1,/,BDA,G,N,M,NE,NE,NE
"le  prof est compétent plein d'expérience ,il aime bien de partager ses connaissances et expériences avec nous afin d'atteindre le but du module, j'aime bien sa présentation ",0,0,0,0,1,/,SIAD,Pr,P,J,A,I,NE
je trouve que c'est pas facile à toucher dans son contenu mais par contre il sera mieux de rajouter les notions ou bien de se baser sur qlq notion comme le Bi dans l'aide du décision,0,0,0,0,1,/,SIAD,C,N,M,NE,NE,NE
Une très bon structure des chapitres aussi il est en parallèle avec les autres modules,0,0,0,0,1,/,SIAD,S,P,J,NE,NE,NE
"Il sera mieux de simplifier un peu les slides, ils sont un peut charger ce qui provoque la mal concentration",0,0,0,1,0,/,SIAD,D,N,M,NE,C,NE
Le prof est très  communicant il s'intéresse à la discussion avec chaque étudiant il partage ses propre expériences il traite trop d'études des cas Réal donc c'est un cour en ligne bien gérer comme si c'est une conférence,0,0,0,0,1,/,SIAD,CO,P,J,A,NE,NE
"Un cours limité ,aborde les notions importantes ,le prof gère bien le temps c'est parmi les modules qui sont bien gérer en ligne avec des deadlines des tps bien spécifiés",0,0,0,0,1,/,SIAD,G,P,J,NE,A,NE
J'aime bien la façon utilisée par la prof pour la présentation de son cours,0,0,0,0,1,/,ORGA,Pr,P,J,A,I,NE
"Les informations reçu en début de cours ne me semble pas très important à l'ensemble du module ""organisation des événements etc...""",0,0,0,0,1,/,ORGA,C,N,M,NE,C,NE
"Le cours se présente sous une structure logique, un très bon enchaînement de chapitres",0,0,0,0,1,/,ORGA,S,P,J,NE,NE,NE
" Beaucoup de textes, c'est ennuyant",0,0,0,1,0,/,ORGA,D,N,E,NE,C,NE
"La prof nous encourage à participer et communiquer nos difficultés, même si cela ne fonctionne pas la plupart du temps ...",0,0,0,0,1,/,ORGA,CO,P,J,A,NE,NE
"C'est très bien, en général",0,0,0,0,1,/,ORGA,G,P,J,NE,NE,NE
Je pense que la façon de présenter le cours est bonne,0,0,0,0,1,/,RES1,Pr,P,J,NE,NE,NE
Le cours est assez riche en contenu,0,0,0,0,1,/,RES1,C,P,J,NE,NE,NE
Le cours suit un ordre logique,0,0,0,0,1,/,RES1,S,P,J,NE,NE,NE
"Slides orientés texte, les schémas et les illustrations font rarement présence",0,0,0,0,1,/,RES1,D,N,M,NE,NE,NE
"il y a pas vraiment d'interaction enseignant-étudiant, ce genre d'interaction rend le cours plus intéressant et moins ennuyant",0,0,0,0,1,/,RES1,CO,N,E,NE,C,NE
je trouve que le cours en total est bien,0,0,0,0,1,/,RES1,G,P,J,NE,NE,NE
j'aime pas trop la présentation et la façon de parler de l'enseignant il est ennuyant,0,0,0,1,0,/,RES1,Pr,N,E,H,C,NE
J'aime bien le contenu du cours important et utile,1,0,0,0,0,/,RES1,C,P,J,NE,U,NE
 pas trop bien structuré le cours.,0,0,0,0,1,/,RES1,S,N,M,NE,NE,NE
"Diapos TROP simples, noir sur blanc comme un tableau. En plus des fautes d'orthographes on dirait pas la présentation est faites par un profs d'université ",0,0,0,0,1,/,RES1,D,N,M,H,NE,NE
 ça va on communique quand même.,0,0,0,0,1,/,RES1,CO,P,J,NE,NE,NE
"Le module est intéressant, mais la façon dont il est enseigné en ligne n'est pas adéquate dommage",0,1,0,0,0,/,RES1,G,N,M,NE,C,NE
J'ai adoré la manière dont ce cours a été présenté.,0,0,0,0,1,/,RES2,Pr,P,J,NE,I,NE
